meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
18th FINA World Championships 2019,23.09,21/07/2019,Men 50 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,154,156,897,Gwangju,KOR
LVI Settecolli Trophy - 2019,23.09,23/06/2019,Men 50 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,154,157,897,Roma,ITA
Mare Nostrum Canet en Roussillon,23.09,12/06/2019,Men 50 Butterfly LCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,154,158,897,Canet-en-Roussillon,FRA
49th Military World Championships,23.09,14/12/2017,Men 50 Butterfly LCM Male,BRA,Brazil,"MARTINS, Henrique",M,14/11/1991,,,154,159,916,Rio de Janeiro,BRA
LIV Settecolli Trophy - 2017,23.09,25/06/2017,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,154,160,916,Rome,ITA
16th FINA World Championships 2015,23.09,03/08/2015,Men 50 Butterfly LCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,154,161,916,Kazan,RUS
FINA Swimming World Cup 2019,23.10,04/08/2019,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,162,162,896,Tokyo,JPN
Open Championship of The Republic of Belarus,23.10,14/05/2014,Men 50 Butterfly LCM Male,BLR,Belarus,"TSURKIN, Yauhen",M,09/12/1990,,,162,163,915,Brest,BLR
British Gas Championships 2013,23.10,26/06/2013,Men 50 Butterfly LCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,162,164,915,Sheffield,GBR
14th FINA World Championships 2011,23.10,25/07/2011,Men 50 Butterfly LCM Male,BRA,Brazil,"CIELO FILHO, Cesar",M,10/01/1987,,,162,165,915,Shanghai,CHN
13th FINA World Championships 2009,23.10,27/07/2009,Men 50 Butterfly LCM Male,CRO,Croatia,"DRAGANJA, Duje",M,27/02/1983,,,162,166,,Rome,ITA
13th FINA World Championships 2009,23.10,26/07/2009,Men 50 Butterfly LCM Male,KEN,Kenya,"DUNFORD, Jason",M,28/11/1986,,,162,167,,Rome,ITA
13th FINA World Championships 2009,23.10,26/07/2009,Men 50 Butterfly LCM Male,AUS,Australia,"LAUTERSTEIN, Andrew",M,22/05/1987,,,162,168,,Rome,ITA
FINA Swimming World Cup 2019,23.11,04/08/2019,Men 50 Butterfly LCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,169,169,894,Tokyo,JPN
18th FINA World Championships 2019,23.11,22/07/2019,Men 50 Butterfly LCM Male,RUS,Russian Federation,"ZHILKIN, Andrey",M,09/03/1995,,,169,170,894,Gwangju,KOR
FINA Champions Swim Series 2019,23.11,31/05/2019,Men 50 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,169,171,894,Indianapolis,USA
FINA Swimming World Cup 2018,23.11,15/09/2018,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,169,172,914,Doha,QAT
XXIII Juegos CAC-Barranquilla,23.11,25/07/2018,Men 50 Butterfly LCM Male,TTO,Trinidad and Tobago,"CARTER, Dylan",M,30/01/1996,,,169,173,914,Barranquilla,COL
17th FINA World Championships 2017,23.11,23/07/2017,Men 50 Butterfly LCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,169,174,914,Budapest,HUN
Maria Lenk Trophy,23.11,10/04/2015,Men 50 Butterfly LCM Male,BRA,Brazil,"CIELO FILHO, Cesar",M,10/01/1987,,,169,175,914,Rio de Janeiro,BRA
Open Championship of The Republic of Belarus,23.11,14/05/2014,Men 50 Butterfly LCM Male,BLR,Belarus,"TSURKIN, Yauhen",M,09/12/1990,,,169,176,914,Brest,BLR
SA National Aquatic Championships 2014,23.11,07/04/2014,Men 50 Butterfly LCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,169,177,914,Durban,RSA
Open Cup of The Republic of  Belarus ,23.11,29/01/2014,Men 50 Butterfly LCM Male,BLR,Belarus,"TSURKIN, Yauhen",M,09/12/1990,,,169,178,914,Brest,BLR
15th FINA World Championships 2013,23.11,29/07/2013,Men 50 Butterfly LCM Male,FRA,France,"BOUSQUET, Frederick",M,08/04/1981,,,169,179,914,Barcelona,ESP
SA National Aquatic Championships 2013,23.11,15/04/2013,Men 50 Butterfly LCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,169,180,914,Port Elizabeth,RSA
2012 NC Charlotte UltraSwim,23.11,10/05/2012,Men 50 Butterfly LCM Male,AUS,Australia,"TARGETT, Matthew",M,24/12/1985,,,169,181,914,Charlotte,USA
European Championships 2008,23.11,19/03/2008,Men 50 Butterfly LCM Male,SRB,Serbia,"CAVIC, Milorad",M,31/05/1984,,,169,182,1028,Eindhoven,NED
Mare Nostrum Canet en Roussillon,23.12,12/06/2019,Men 50 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,183,183,893,Canet-en-Roussillon,FRA
11th FINA World Championships 2005,23.12,25/07/2005,Men 50 Butterfly LCM Male,USA,United States of America,"CROCKER, Ian",M,31/08/1982,,,183,184,,Montreal,CAN
Open National Swimming Championships,23.13,13/03/2020,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,185,185,892,Kharkiv,UKR
FINA Swimming World Cup 2019,23.13,10/08/2019,Men 50 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,185,186,892,Jinan,CHN
17th FINA World Championships 2017,23.13,23/07/2017,Men 50 Butterfly LCM Male,BRA,Brazil,"MARTINS, Henrique",M,14/11/1991,,,185,187,911,Budapest,HUN
20th Commonwealth Games 2014,23.13,25/07/2014,Men 50 Butterfly LCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,185,188,911,Glasgow,GBR
22nd Luxembourg Euro Meet,23.14,24/01/2020,Men 50 Butterfly LCM Male,UKR,Ukraine,"BUKHOV, Vladyslav",M,05/07/2002,,,189,189,891,Luxembourg,LUX
FINA Swimming World Cup 2019,23.14,03/11/2019,Men 50 Butterfly LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,189,190,891,Kazan,RUS
FINA Swimming World Cup 2019,23.14,17/08/2019,Men 50 Butterfly LCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,189,191,891,Singapore,SGP
18th FINA World Championships 2019,23.14,21/07/2019,Men 50 Butterfly LCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,189,192,891,Gwangju,KOR
FINA Champions Swim Series 2019,23.14,31/05/2019,Men 50 Butterfly LCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,189,193,891,Indianapolis,USA
Russian National Championships 2018,23.14,20/04/2018,Men 50 Butterfly LCM Male,RUS,Russian Federation,"KOSTIN, Oleg",M,06/05/1992,,,189,194,910,Moscow,RUS
17th FINA World Championships 2017,23.14,24/07/2017,Men 50 Butterfly LCM Male,BRA,Brazil,"MARTINS, Henrique",M,14/11/1991,,,189,195,910,Budapest,HUN
Elite French Championships,23.14,09/04/2013,Men 50 Butterfly LCM Male,FRA,France,"MANAUDOU, Florent",M,12/11/1990,,,189,196,910,Rennes,FRA
13th FINA World Championships 2009,23.14,26/07/2009,Men 50 Butterfly LCM Male,DEN,Denmark,"ANDKJAER, Jakob",M,07/05/1985,,,189,197,,Rome,ITA
13th FINA World Championships 2009,23.14,26/07/2009,Men 50 Butterfly LCM Male,CRO,Croatia,"DRAGANJA, Duje",M,27/02/1983,,,189,198,,Rome,ITA
18th Commonwealth Games 2006,23.14,17/03/2006,Men 50 Butterfly LCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,189,199,,Melbourne,AUS
Trofeu Brazil - Maria Lenk,23.15,20/04/2018,Men 50 Butterfly LCM Male,BRA,Brazil,"MARTINS, Henrique",M,14/11/1991,,,200,200,909,Rio de Janeiro,BRA
