meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
European Short Course Swimming Championships 2009,49.83,10/12/2009,Men 100 Butterfly SCM Male,RUS,Russian Federation,"SKVORTSOV, Nikolay",M,28/03/1984,,,148,150,998,Istanbul,TUR
ISL 2020 Season - Match 1,49.84,16/10/2020,Men 100 Butterfly SCM Male,USA,United States of America,"ROONEY, Maxime",M,16/04/1998,,,151,151,897,Budapest,HUN
13th FINA World Swimming Championships (25m) 2016,49.84,07/12/2016,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,151,152,918,Windsor,CAN
European Short Course Swimming Championships 2009,49.86,10/12/2009,Men 100 Butterfly SCM Male,NED,Netherlands,"VERLINDEN, Joeri",M,22/01/1988,,,153,153,996,Istanbul,TUR
ISL 2020 Season - Match 9,49.87,09/11/2020,Men 100 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,154,154,896,Budapest,HUN
ISL 2020 Season - Match 10,49.88,09/11/2020,Men 100 Butterfly SCM Male,RUS,Russian Federation,"VEKOVISHCHEV, Mikhail",M,05/08/1998,,,155,155,895,Budapest,HUN
ISL 2020 Season - Match 3,49.88,24/10/2020,Men 100 Butterfly SCM Male,JPN,Japan,"KAWAMOTO, Takeshi",M,19/02/1995,,,155,156,895,Budapest,HUN
European Short Course Swimming Championships 2019,49.88,04/12/2019,Men 100 Butterfly SCM Male,NOR,Norway,"HVAS, Tomoe",M,01/06/2000,,,155,157,895,Glasgow,GBR
12th FINA World Swimming Championships (25m) 2014,49.88,04/12/2014,Men 100 Butterfly SCM Male,RUS,Russian Federation,"KOROTYSHKIN, Evgenii",M,30/04/1983,,,155,158,918,Doha,QAT
European Short Course Swimming Championships 2011,49.88,09/12/2011,Men 100 Butterfly SCM Male,RUS,Russian Federation,"KOROTYSHKIN, Evgenii",M,30/04/1983,,,155,159,918,Szczecin,POL
European Short Course Swimming Championships 2009,49.88,11/12/2009,Men 100 Butterfly SCM Male,NED,Netherlands,"VERLINDEN, Joeri",M,22/01/1988,,,155,160,995,Istanbul,TUR
ISL 2020 Season - Match 10,49.89,09/11/2020,Men 100 Butterfly SCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,161,161,895,Budapest,HUN
European Short Course Swimming Championships 2013,49.89,12/12/2013,Men 100 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,161,162,917,Herning,DEN
ISL 2020 Season - Match 6,49.90,01/11/2020,Men 100 Butterfly SCM Male,ITA,Italy,"RIVOLTA, Matteo",M,16/11/1991,,,163,163,894,Budapest,HUN
European Short Course Swimming Championships 2019,49.90,04/12/2019,Men 100 Butterfly SCM Male,GER,Germany,"KUSCH, Marius",M,05/05/1993,,,163,164,894,Glasgow,GBR
European Short Course Swimming Championships 2019,49.91,04/12/2019,Men 100 Butterfly SCM Male,NOR,Norway,"HVAS, Tomoe",M,01/06/2000,,,165,165,893,Glasgow,GBR
12th FINA World Swimming Championships (25m) 2014,49.91,04/12/2014,Men 100 Butterfly SCM Male,JPN,Japan,"HAGINO, Kosuke",M,15/08/1994,,,165,166,916,Doha,QAT
12th FINA World Swimming Championships (25m) 2014,49.91,03/12/2014,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,165,167,916,Doha,QAT
ISL 2020 Season - Match 8,49.92,05/11/2020,Men 100 Butterfly SCM Male,BRA,Brazil,"LANZA, Vinicius",M,22/03/1997,,,168,168,893,Budapest,HUN
European Short Course Swimming Championships 2019,49.92,04/12/2019,Men 100 Butterfly SCM Male,RUS,Russian Federation,"VEKOVISHCHEV, Mikhail",M,05/08/1998,,,168,169,893,Glasgow,GBR
ISL 2020 Season - Match 10,49.93,09/11/2020,Men 100 Butterfly SCM Male,ITA,Italy,"RIVOLTA, Matteo",M,16/11/1991,,,170,170,892,Budapest,HUN
ISL 2020 Season - Match 2,49.93,18/10/2020,Men 100 Butterfly SCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,170,171,892,Budapest,HUN
European Short Course Swimming Championships 2017,49.93,14/12/2017,Men 100 Butterfly SCM Male,ITA,Italy,"RIVOLTA, Matteo",M,16/11/1991,,,170,172,892,Copenhagen,DEN
FINA/airweave Swimming World Cup 2016,49.93,26/10/2016,Men 100 Butterfly SCM Male,JPN,Japan,"KAWAMOTO, Takeshi",M,19/02/1995,,,170,173,913,Tokyo,JPN
European Short Course Swimming Championships 2015,49.93,02/12/2015,Men 100 Butterfly SCM Male,HUN,Hungary,"CSEH, Laszlo",M,03/12/1985,,,170,174,913,Netanya,ISR
14th FINA World Swimming Championships (25m) 2018,49.94,12/12/2018,Men 100 Butterfly SCM Male,JPN,Japan,"KAWAMOTO, Takeshi",M,19/02/1995,,,175,175,892,Hangzhou,CHN
European Short Course Swimming Championships 2009,49.94,10/12/2009,Men 100 Butterfly SCM Male,RUS,Russian Federation,"KOROTYSHKIN, Evgenii",M,30/04/1983,,,175,176,992,Istanbul,TUR
European Short Course Swimming Championships 2010,49.95,26/11/2010,Men 100 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,177,177,914,Eindhoven,NED
ISL 2020 Season - Match 9,49.96,09/11/2020,Men 100 Butterfly SCM Male,JPN,Japan,"KAWAMOTO, Takeshi",M,19/02/1995,,,178,178,891,Budapest,HUN
European Short Course Swimming Championships 2017,49.96,14/12/2017,Men 100 Butterfly SCM Male,ITA,Italy,"CODIA, Piero",M,22/10/1989,,,178,179,891,Copenhagen,DEN
FINA/MASTBANK Swimming World Cup 2014,49.96,25/10/2014,Men 100 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,178,180,913,Beijing,CHN
ISL 2020 Season - Match 1,49.97,16/10/2020,Men 100 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,181,181,890,Budapest,HUN
European Short Course Swimming Championships 2019,49.97,05/12/2019,Men 100 Butterfly SCM Male,NOR,Norway,"HVAS, Tomoe",M,01/06/2000,,,181,182,890,Glasgow,GBR
European Short Course Swimming Championships 2009,49.97,10/12/2009,Men 100 Butterfly SCM Male,RUS,Russian Federation,"SKVORTSOV, Nikolay",M,28/03/1984,,,181,183,990,Istanbul,TUR
European Short Course Swimming Championships 2012,49.98,23/11/2012,Men 100 Butterfly SCM Male,RUS,Russian Federation,"KOROTYSHKIN, Evgenii",M,30/04/1983,,,184,184,912,Chartres,FRA
European Short Course Swimming Championships 2008,49.98,12/12/2008,Men 100 Butterfly SCM Male,RUS,Russian Federation,"SKVORTSOV, Nikolay",M,28/03/1984,,,184,185,1013,Rijeka,CRO
ISL 2020 Season - Match 8,49.99,05/11/2020,Men 100 Butterfly SCM Male,JPN,Japan,"MIZUNUMA, Naoki",M,13/12/1996,,,186,186,889,Budapest,HUN
12th FINA World Swimming Championships (25m) 2014,49.99,04/12/2014,Men 100 Butterfly SCM Male,BLR,Belarus,"TSURKIN, Yauhen",M,09/12/1990,,,186,187,912,Doha,QAT
ISL 2020 Season - Match 3,50.00,24/10/2020,Men 100 Butterfly SCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,188,188,889,Budapest,HUN
ISL 2020 Season - Match 5,50.01,30/10/2020,Men 100 Butterfly SCM Male,BRA,Brazil,"LANZA, Vinicius",M,22/03/1997,,,189,189,888,Budapest,HUN
ISL 2020 Season - Match 2,50.01,18/10/2020,Men 100 Butterfly SCM Male,ITA,Italy,"RIVOLTA, Matteo",M,16/11/1991,,,189,190,888,Budapest,HUN
European Short Course Swimming Championships 2019,50.01,05/12/2019,Men 100 Butterfly SCM Male,ITA,Italy,"RIVOLTA, Matteo",M,16/11/1991,,,189,191,888,Glasgow,GBR
European Short Course Swimming Championships 2019,50.01,04/12/2019,Men 100 Butterfly SCM Male,RUS,Russian Federation,"VEKOVISHCHEV, Mikhail",M,05/08/1998,,,189,192,888,Glasgow,GBR
European Short Course Swimming Championships 2017,50.01,14/12/2017,Men 100 Butterfly SCM Male,GER,Germany,"KUSCH, Marius",M,05/05/1993,,,189,193,888,Copenhagen,DEN
European Short Course Swimming Championships 2017,50.01,13/12/2017,Men 100 Butterfly SCM Male,ITA,Italy,"RIVOLTA, Matteo",M,16/11/1991,,,189,194,888,Copenhagen,DEN
2015 Russian SC Nationals,50.02,12/11/2015,Men 100 Butterfly SCM Male,RUS,Russian Federation,"KONOVALOV, Nikita",M,25/07/1988,,,195,195,908,Kazan,RUS
European Short Course Swimming Championships 2013,50.02,12/12/2013,Men 100 Butterfly SCM Male,RUS,Russian Federation,"KOROTYSHKIN, Evgenii",M,30/04/1983,,,195,196,910,Herning,DEN
European Short Course Swimming Championships 2003,50.02,12/12/2003,Men 100 Butterfly SCM Male,SCG,Serbia and Montenegro,"CAVIC, Milorad",M,31/05/1984,,,195,197,,Dublin,IRL
13th FINA World Swimming Championships (25m) 2016,50.03,07/12/2016,Men 100 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,198,198,907,Windsor,CAN
12th FINA World Swimming Championships (25m) 2014,50.03,03/12/2014,Men 100 Butterfly SCM Male,BRA,Brazil,"MACEDO, Marcos",M,09/09/1990,,,198,199,909,Doha,QAT
FINA Swimming World Cup 2013,50.03,10/11/2013,Men 100 Butterfly SCM Male,JPN,Japan,"KAWAMOTO, Kouhei",M,06/10/1979,,,198,200,909,Tokyo,JPN
